This list contains all games supported by FB Alpha.

8595 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| md_fightmas	|  	| Fighting Masters (USA)				| 		| 1992	| Treco		| Sega Megadrive| 					|
| pce_fightrun	|  	| Fighting Run						| 		| 1991	| Nihon Bussan	| PC Engine	| 					|
| pce_finlblst	|  	| Final Blaster						| 		| 1990	| Namcot	| PC Engine	| 					|
| finalbj	|  	| Final Blow (Japan)					| finalb	| 1988	| Taito Corporat| Taito-F2	| 					|
| md_finalb	|  	| Final Blow (Jpn)					| md_jbdougko	| 1990	| Taito		| Sega Megadrive| 					|
| finalbu	|  	| Final Blow (US)					| finalb	| 1988	| Taito America | Taito-F2	| 					|
| finalb	|  	| Final Blow (World)					| 		| 1988	| Taito Corporat| Taito-F2	| 					|
| sms_finalbb	|  	| Final Bubble Bobble (Jpn)				| sms_bublbobl	| 1988	| Sega 		| Sega Master Sy| 					|
| fcrash	|  	| Final Crash (bootleg (with 2xYM2203 + 2xMSM5205))	| ffight	| 1990	| Playmark	| CPS1		| 					|
| ffightj1	|  	| Final Fight (900112 Japan)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightua	|  	| Final Fight (900112 USA)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightj2	|  	| Final Fight (900305 Japan)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightub	|  	| Final Fight (900424 USA)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightj3	|  	| Final Fight (900613 Japan)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightuc	|  	| Final Fight (900613 USA)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightbl	|  	| Final Fight (bootleg set 1 (with 2xYM2203 + 2xMSM5205)| ffight	| 1990	| bootleg	| CPS1		| 					|
| ffightbla	|  	| Final Fight (bootleg set 2 (with 2xYM2203 + 2xMSM5205)| ffight	| 1990	| bootleg	| CPS1		| 					|
| ffightj	|  	| Final Fight (Japan)					| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightu	|  	| Final Fight (USA, set 1)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightu1	|  	| Final Fight (USA, set 2)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffight	|  	| Final Fight (World, set 1)				| 		| 1989	| Capcom	| CPS1		| 					|
| ffighta	|  	| Final Fight (World, set 2)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| pce_finallap	|  	| Final Lap Twin					| 		| 1989	| Namcot	| PC Engine	| 					|
| tg_finallap	|  	| Final Lap Twin					| 		| 1990	| NEC		| TurboGrafx 16	| 					|
| pce_finalmt	|  	| Final Match Tennis					| 		| 1991	| Human		| PC Engine	| 					|
| pce_finalsol	|  	| Final Soldier						| 		| 1991	| Hudson	| PC Engine	| 					|
| pce_finalsols	|  	| Final Soldier (Special Version)			| pce_finalsol	| 19??	| Hudson	| PC Engine	| 					|
| fstarfrcj	|  	| Final Star Force (Japan)				| fstarfrc	| 1992	| Tecmo		| Miscellaneous	| 					|
| fstarfrc	|  	| Final Star Force (US)					| 		| 1992	| Tecmo		| Miscellaneous	| 					|
| cv_finaltst	|  	| Final Test Cartridge (Prototype)			| 		| 1982	| Coleco	| ColecoVision	| 					|
| finalttr	|  	| Final Tetris						| 		| 1993	| Jeil Computer | Kaneko Pandora| 					|
| md_fzone	|  	| Final Zone (USA) ~ FZ Senki Axis (Jpn)		| 		| 1990	| Wolf Team	| Sega Megadrive| 					|
| finalizr	|  	| Finalizer - Super Transformation			| 		| 1985	| Konami	| GX523		| 					|
| finalizrb	|  	| Finalizer - Super Transformation (bootleg)		| finalizr	| 1985	| bootleg	| GX523		| 					|
| md_nemo	|  	| Finding Nemo (Rus)					| md_jpond	| 199?	| Glorysun	| Sega Megadrive| 					|
| sms_fireforg	|  	| Fire and Forget II (Euro)				| 		| 1990	| Titus Arcade	| Sega Master Sy| 					|
| sms_fireice	|  	| Fire and Ice (Bra)					| 		| 1993	| Tec Toy	| Sega Master Sy| 					|
| firebarr	|  	| Fire Barrel (Japan)					| airass	| 1993	| Irem		| M107		| 					|
| firehawk	|  	| Fire Hawk (horizontal)				| spec2k	| 2001	| ESD		| NMK16		| 					|
| md_firemust	|  	| Fire Mustang (Jpn)					| 		| 1991	| Taito		| Sega Megadrive| 					|
| pce_fireprow	|  	| Fire Pro Wrestling - Combination Tag			| 		| 1989	| Human		| PC Engine	| 					|
| pce_fireprw2	|  	| Fire Pro Wrestling 2 - 2nd Bout			| 		| 1991	| Human		| PC Engine	| 					|
| pce_fireprw3	|  	| Fire Pro Wrestling 3 - Legend Bout			| 		| 1992	| Human		| PC Engine	| 					|
| fireshrka	|  	| Fire Shark (Earlier)					| fireshrk	| 1989	| Toaplan	| Toaplan BCU-2 | No sound				|
| md_fireshrk	|  	| Fire Shark (Euro)					| 		| 1991	| Sega		| Sega Megadrive| 					|
| fireshrkd	|  	| Fire Shark (Korea, set 1, easier)			| fireshrk	| 1990	| Toaplan (Dooyo| Toaplan BCU-2 | No sound				|
| fireshrkdh	|  	| Fire Shark (Korea, set 2, harder)			| fireshrk	| 1990	| Toaplan (Dooyo| Toaplan BCU-2 | No sound				|
| md_fireshrku	|  	| Fire Shark (USA)					| md_fireshrk	| 1990	| Dreamworks Gam| Sega Megadrive| 					|
| md_fireshrku1	|  	| Fire Shark (USA, Alt)					| md_fireshrk	| 1990	| Dreamworks Gam| Sega Megadrive| 					|
| fireshrk	|  	| Fire Shark						| 		| 1990	| Toaplan	| Toaplan BCU-2 | No sound				|
| fixeight	|  	| FixEight (Europe)					| 		| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightt	|  	| FixEight (Europe, Taito license)			| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeighth	|  	| FixEight (Hong Kong)					| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightht	|  	| FixEight (Hong Kong, Taito license)			| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightj	|  	| FixEight (Japan)					| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightjt	|  	| FixEight (Japan, Taito license)			| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightk	|  	| FixEight (Korea)					| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightkt	|  	| FixEight (Korea, Taito license)			| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeighta	|  	| FixEight (Southeast Asia)				| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightat	|  	| FixEight (Southeast Asia, Taito license)		| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeighttw	|  	| FixEight (Taiwan)					| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeighttwt	|  	| FixEight (Taiwan, Taito license)			| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightu	|  	| FixEight (USA)					| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightut	|  	| FixEight (USA, Taito license)				| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fpointbj	|  	| Flash Point (Japan, bootleg)				| fpoint	| 1989	| bootleg	| System 16B	| 					|
| md_flashp	|  	| Flash Point (Jpn, Prototype)				| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| fpoint1d	|  	| Flash Point (set 1, Japan, FD1094 317-0127A decrypted)| fpoint	| 1989	| Sega		| System 16B	| 					|
| fpoint1	|  	| Flash Point (set 1, Japan, FD1094 317-0127A)		| fpoint	| 1989	| Sega		| System 16B	| 					|
| fpointd	|  	| Flash Point (set 2, Japan, FD1094 317-0127A decrypted)| fpoint	| 1989	| Sega		| System 16B	| 					|
| fpoint	|  	| Flash Point (set 2, Japan, FD1094 317-0127A)		| 		| 1989	| Sega		| System 16B	| 					|
| fpointbl	|  	| Flash Point (World, bootleg)				| fpoint	| 1989	| bootleg	| System 16B	| 					|
| md_flashb	|  	| Flashback (Euro, Rev. A)				| 		| 1993	| U.S. Gold	| Sega Megadrive| 					|
| md_flashbj	|  	| Flashback (Jpn)					| md_flashb	| 1993	| Sunsoft	| Sega Megadrive| 					|
| md_flashbu	|  	| Flashback - The Quest for Identity (USA)		| md_flashb	| 1993	| U.S. Gold	| Sega Megadrive| 					|
| md_flashbu1	|  	| Flashback - The Quest for Identity (USA, Alt)		| md_flashb	| 1993	| U.S. Gold	| Sega Megadrive| 					|
| flashgal	|  	| Flashgal (set 1)					| 		| 1985	| Sega		| Kyugo		| 					|
| flashgala	|  	| Flashgal (set 2)					| flashgal	| 1985	| Sega		| Kyugo		| 					|
| sms_fpoint	|  	| Flashpoint (Kor)					| 		| 199?	| Zemina	| Sega Master Sy| 					|
| flicky	|  	| Flicky (128k Version, System 2, 315-5051)		| 		| 1984	| Sega		| System 1	| 					|
| flickyg	|  	| Flicky (128k Version, System 2, 315-5051, alt graphics| flicky	| 1984	| Sega		| System 1	| 					|
| flickys2	|  	| Flicky (128k Version, System 2, not encrypted)	| flicky	| 1984	| Sega		| System 1	| 					|
| flickys2g	|  	| Flicky (128k Version, System 2, not encrypted, alt gra| flicky	| 1984	| Sega		| System 1	| 					|
| flickyo	|  	| Flicky (64k Version, System 1, 315-5051, set 1)	| flicky	| 1984	| Sega		| System 1	| 					|
| flickys1	|  	| Flicky (64k Version, System 1, 315-5051, set 2)	| flicky	| 1984	| Sega		| System 1	| 					|
| md_flicky	|  	| Flicky (Euro, USA)					| 		| 1991	| Sega		| Sega Megadrive| 					|
| sg1k_flickya	|  	| Flicky (Jpn, v0)					| sg1k_flicky	| 1984	| Sega		| Sega SG-1000	| 					|
| sg1k_flicky	|  	| Flicky (Jpn, v1)					| 		| 1984	| Sega		| Sega SG-1000	| 					|
| sg1k_flickyt	|  	| Flicky (Tw)						| sg1k_flicky	| 1984?	| Aaronix	| Sega SG-1000	| 					|
| md_flink	|  	| Flink (Euro)						| 		| 1994	| Sony Imagesoft| Sega Megadrive| 					|
| sg1k_segaflipt|  	| Flipper (Tw)						| sg1k_segaflip	| 1984?	| Aaronix	| Sega SG-1000	| 					|
| cv_flipslip	|  	| Flipper Slipper					| 		| 1983	| Spectravideo	| ColecoVision	| 					|
| md_flux	|  	| Flux (Euro)						| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| flytiger	|  	| Flying Tiger (set 1)					| 		| 1992	| Dooyong	| Miscellaneous	| 					|
| flytigera	|  	| Flying Tiger (set 2)					| flytiger	| 1992	| Dooyong	| Miscellaneous	| 					|
| footchmp	|  	| Football Champ (World)				| 		| 1990	| Taito Corporat| Taito-F2	| 					|
| fbfrenzy	|  	| Football Frenzy (NGM-034)(NGH-034)			| 		| 1992	| SNK		| Neo Geo MVS	| 					|
| gg_foreman	|  	| Foreman for Real (World)				| 		| 1995	| Acclaim Entert| Sega Game Gear| 					|
| md_foreman	|  	| Foreman for Real (World)				| 		| 1995	| Acclaim Entert| Sega Megadrive| 					|
| sms_forgottn	|  	| Forgotten Worlds (Euro, Bra, Aus)			| 		| 1991	| Sega		| Sega Master Sy| 					|
| forgottnua	|  	| Forgotten Worlds (US, B-Board 88618B-2, rev A)	| forgottn	| 1988	| Capcom	| CPS1		| 					|
| forgottnuaa	|  	| Forgotten Worlds (US, B-Board 88618B-2, rev AA)	| forgottn	| 1988	| Capcom	| CPS1		| 					|
| forgottnu1	|  	| Forgotten Worlds (US, B-Board 88618B-2, Rev C)	| forgottn	| 1988	| Capcom	| CPS1		| 					|
| forgottnu	|  	| Forgotten Worlds (US, B-Board 88621B-2, rev C)	| forgottn	| 1988	| Capcom	| CPS1		| 					|
| forgottna	|  	| Forgotten Worlds (World)				| forgottn	| 1988	| Capcom	| CPS1		| 					|
| md_forgottn1	|  	| Forgotten Worlds (World)				| md_forgottn	| 1989	| Sega		| Sega Megadrive| 					|
| forgottn	|  	| Forgotten Worlds (World, newer)			| 		| 1988	| Capcom	| CPS1		| 					|
| md_forgottn	|  	| Forgotten Worlds (World, v1.1)			| 		| 1989	| Sega		| Sega Megadrive| 					|
| pce_fsoccr90	|  	| Formation Soccer - Human Cup '90			| 		| 1990	| Human		| PC Engine	| 					|
| pce_fsoccer	|  	| Formation Soccer - On J. League			| 		| 1994	| Human		| PC Engine	| 					|
| md_formula1	|  	| Formula One (USA)					| md_f1		| 1993	| Tengen	| Sega Megadrive| 					|
| md_fastfur5	|  	| Forsazh 5 Bystraya ~ Fast and the Furious 5 Quick (Rus| md_combatca	| 199?	| <unknown>	| Sega Megadrive| 					|
| cv_fortune	|  	| Fortune Builder					| 		| 1984	| Coleco	| ColecoVision	| 					|
| cv_fracfevr	|  	| Fraction Fever					| 		| 1983	| Spinnaker Soft| ColecoVision	| 					|
| md_bighurt	|  	| Frank Thomas Big Hurt Baseball (Euro, USA)		| 		| 1995	| Acclaim Entert| Sega Megadrive| 					|
| gg_bighurt	|  	| Frank Thomas Big Hurt Baseball (USA)			| 		| 1995	| Acclaim Entert| Sega Game Gear| 					|
| cv_ffreddy	|  	| Frantic Freddy					| 		| 1983	| Spectravideo	| ColecoVision	| 					|
| gg_fray	|  	| Fray - Shugyou Hen (Jpn)				| 		| 1991	| Micro Cabin	| Sega Game Gear| 					|
| gg_fredcoupj	|  	| Fred Couples' Golf (Jpn)				| gg_fredcoup	| 1994	| Sega		| Sega Game Gear| 					|
| gg_fredcoup	|  	| Fred Couples' Golf (USA)				| 		| 1994	| Sega		| Sega Game Gear| 					|
| freeze	|  	| Freeze						| 		| 1984	| Cinematronics	| Jack the Giant| 					|
| cv_frenzy	|  	| Frenzy						| 		| 1983	| Coleco	| ColecoVision	| 					|
| cv_frenzya	|  	| Frenzy (Alt 1)					| cv_frenzy	| 1983	| Coleco	| ColecoVision	| 					|
| cv_frenzya2	|  	| Frenzy (Alt 2)					| cv_frenzy	| 1983	| Coleco	| ColecoVision	| 					|
| frogf		|  	| Frog (Falcon bootleg)					| frogger	| 1981	| bootleg	| Galaxian	| 					|
| frogg		|  	| Frog (Galaxian hardware)				| frogger	| 1981	| bootleg	| Galaxian	| 					|
| froggers	|  	| Frog							| frogger	| 1981	| bootleg	| Galaxian	| 					|
| cps1frog	|  	| Frog Feast (CPS-1)					| 		| 2006	| Rastersoft (Ho| CPS1		| 					|
| ngfrog	|  	| Frog Feast (Neo Geo)					| 		| 2006	| Rastersoft	| Neo Geo MVS	| 					|
| pgmfrog	|  	| Frog Feast (PGM)					| 		| 2006	| RasterSoft	| PolyGameMaster| 					|
| cv_frogger	|  	| Frogger						| 		| 1983	| Parker Brother| ColecoVision	| 					|
| frogger	|  	| Frogger						| 		| 1981	| Konami	| Galaxian	| 					|
| froggermc	|  	| Frogger (Moon Cresta hardware)			| frogger	| 1981	| Konami (Sega l| Galaxian	| No Sound				|
| froggrs	|  	| Frogger (Scramble hardware)				| frogger	| 1981	| Coin Music	| Galaxian	| 					|
| froggers1	|  	| Frogger (Sega set 1)					| frogger	| 1981	| Konami (Sega l| Galaxian	| 					|
| froggers2	|  	| Frogger (Sega set 2)					| frogger	| 1981	| Konami (Sega l| Galaxian	| 					|
| md_frogger	|  	| Frogger (USA)						| 		| 1998	| Majesco	| Sega Megadrive| 					|
| gg_frogger	|  	| Frogger (USA, Prototype)				| 		| 199?	| Unknown	| Sega Game Gear| 					|
| cv_frogger2	|  	| Frogger II: Threedeep!				| 		| 1984	| Parker Brother| ColecoVision	| 					|
| gg_slamdunk	|  	| From TV Animation - Slam Dunk - Shouri e no Starting 5| 		| 1994	| Bandai	| Sega Game Gear| 					|
| md_slamdunk	|  	| From TV Animation Slam Dunk - Kyougou Makkou Taiketsu!| 		| 1995	| Bandai	| Sega Megadrive| 					|
| cv_frontlin	|  	| Front Line						| 		| 1983	| Coleco	| ColecoVision	| 					|
| cv_frontlina	|  	| Front Line (Alt)					| cv_frontlin	| 1983	| Coleco	| ColecoVision	| 					|
| fjbuster	|  	| Fujiyama Buster (Japan)				| shogwarr	| 1992	| Kaneko	| Kaneko16	| 					|
| fullthrl	|  	| Full Throttle (Japan)					| topspeed	| 1987	| Taito Corporat| Taito Misc	| 					|
| md_funngame	|  	| Fun 'N Games (Euro)					| 		| 1993	| Sony Imagesoft| Sega Megadrive| 					|
| md_funngameu	|  	| Fun 'N' Games (USA)					| md_funngame	| 1993	| Tradewest	| Sega Megadrive| 					|
| md_funcar	|  	| Fun Car Rally (USA, Prototype)			| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| funkybee	|  	| Funky Bee						| 		| 1982	| Orca		| Miscellaneous	| 					|
| funkybeeb	|  	| Funky Bee (bootleg, harder)				| funkybee	| 1982	| bootleg	| Miscellaneous	| 					|
| fnkyfish	|  	| Funky Fish						| 		| 1981	| Sun Electronic| Kangaroo	| 					|
| funkyjetj	|  	| Funky Jet (Japan, rev 2)				| funkyjet	| 1992	| Data East Corp| DECO IC16	| 					|
| funkyjeta	|  	| Funky Jet (World)					| funkyjet	| 1992	| [Data East] (M| DECO IC16	| 					|
| funkyjet	|  	| Funky Jet (World, rev 1)				| 		| 1992	| [Data East] (M| DECO IC16	| 					|
| funybubl	|  	| Funny Bubble						| 		| 1999	| In Chang Elect| misc		| 					|
| funybublc	|  	| Funny Bubble (Comad version)				| funybubl	| 1999	| Comad Industry| misc		| 					|
| md_funnywld	|  	| Funny World & Balloon Boy (USA)			| 		| 1993	| Realtec	| Sega Megadrive| 					|
| sms_pitpot	|  	| Fushigi no Oshiro Pit Pot (Jpn, MyCard)		| 		| 1985	| Sega		| Sega Master Sy| 					|
| sms_pitpot1	|  	| Fushigi no Oshiro Pit Pot (Jpn, Pirate?)		| sms_pitpot	| 1985	| pirate	| Sega Master Sy| 					|
| md_nadia	|  	| Fushigi no Umi no Nadia (Jpn)				| 		| 1991	| Namcot	| Sega Megadrive| 					|
| pce_alice	|  	| Fushigi no Yume no Alice				| 		| 1990	| Face		| PC Engine	| 					|
| md_futbol	|  	| Futbol Argentino 98 - Pasion de Multitudes (Pirate)	| md_fifa95	| 199?	| <unlicensed>	| Sega Megadrive| 					|
| futspy	|  	| Future Spy						| 		| 1984	| Sega		| Zaxxon	| 					|
| sms_gloc	|  	| G-LOC Air Battle (Euro, Bra, Kor)			| 		| 1991	| Sega		| Sega Master Sy| 					|
| gg_gloc	|  	| G-LOC Air Battle (Euro, USA, Bra)			| 		| 1991	| Sega		| Sega Game Gear| 					|
| gg_glocj1	|  	| G-LOC Air Battle (Jpn, v0)				| gg_gloc	| 1990	| Sega		| Sega Game Gear| 					|
| gg_glocj	|  	| G-LOC Air Battle (Jpn, v1)				| gg_gloc	| 1990	| Sega		| Sega Game Gear| 					|
| glocu		|  	| G-LOC Air Battle (US)					| gloc		| 1990	| Sega		| Y-Board	| 					|
| gloc		|  	| G-LOC Air Battle (World)				| 		| 1990	| Sega		| Y-Board	| 					|
| md_gloc	|  	| G-LOC Air Battle (World)				| 		| 1993	| Sega		| Sega Megadrive| 					|
| md_glocp	|  	| G-LOC Air Battle (World, Prototype)			| md_gloc	| 1993	| Sega		| Sega Megadrive| 					|
| glocr360	|  	| G-LOC R360						| gloc		| 1990	| Sega		| Y-Board	| 					|
| gijoej	|  	| G.I. Joe (Japan, JAA)					| gijoe		| 1992	| Konami	| GX069		| 					|
| gijoeu	|  	| G.I. Joe (US, UAB)					| gijoe		| 1992	| Konami	| GX069		| 					|
| gijoe		|  	| G.I. Joe (World, EAB, set 1)				| 		| 1992	| Konami	| GX069		| 					|
| gijoea	|  	| G.I. Joe (World, EB8, prototype?)			| gijoe		| 1992	| Konami	| GX069		| 					|
| md_gadget	|  	| Gadget Twins (USA)					| 		| 1992	| GameTek	| Sega Megadrive| 					|
| sms_gaegujan	|  	| Gaegujangi Ggachi (Kor)				| 		| 19??	| Unknown	| Sega Master Sy| 					|
| pce_gaiflame	|  	| Gai Flame						| 		| 1990	| NCS		| PC Engine	| 					|
| gaia		|  	| Gaia Crusaders					| 		| 1999	| Noise Factory	| Cave		| 					|
| pce_gaiamons	|  	| Gaia no Monshou					| 		| 1988	| NCS		| PC Engine	| 					|
| gaiapols	|  	| Gaiapolis (ver EAF)					| 		| 1993	| Konami	| GX123		| 					|
| gaiapolsj	|  	| Gaiapolis (ver JAF)					| gaiapols	| 1993	| Konami	| GX123		| 					|
| gaiapolsu	|  	| Gaiapolis (ver UAF)					| gaiapols	| 1993	| Konami	| GX123		| 					|
| md_gaiares	|  	| Gaiares (Jpn, USA)					| 		| 1990	| Renovation	| Sega Megadrive| 					|
| sms_gground	|  	| Gain Ground (Euro, Bra)				| 		| 1990	| Sega		| Sega Master Sy| 					|
| sms_ggroundp	|  	| Gain Ground (Euro, Prototype)				| sms_gground	| 1990	| Sega		| Sega Master Sy| 					|
| md_gground1p	|  	| Gain Ground (USA, Prototype)				| md_gground	| 1991	| Renovation	| Sega Megadrive| 					|
| md_gground	|  	| Gain Ground (World)					| 		| 1991	| Sega		| Sega Megadrive| 					|
| sms_galactpr	|  	| Galactic Protector (Jpn)				| 		| 1988	| Sega		| Sega Master Sy| 					|
| gwarrior	|  	| Galactic Warriors					| 		| 1985	| Konami	| GX578		| 					|
| pce_galaga88	|  	| Galaga '88						| 		| 1988	| Namcot	| PC Engine	| 					|
| tg_galaga90	|  	| Galaga '90						| 		| 1989	| NEC		| TurboGrafx 16	| 					|
| gg_galaga91	|  	| Galaga '91 (Jpn)					| gg_galaga2	| 1991	| Namcot	| Sega Game Gear| 					|
| galagamf	|  	| Galaga (Midway set 1 with fast shoot hack)		| galaga	| 1981	| Namco (Midway | Miscellaneous	| 					|
| galagamw	|  	| Galaga (Midway set 1)					| galaga	| 1981	| Namco (Midway | Miscellaneous	| 					|
| galagamk	|  	| Galaga (Midway set 2)					| galaga	| 1981	| Namco (Midway | Miscellaneous	| 					|
| galaga	|  	| Galaga (Namco rev. B)					| 		| 1981	| Namco		| Miscellaneous	| 					|
| galagao	|  	| Galaga (Namco)					| galaga	| 1981	| Namco		| Miscellaneous	| 					|
| sg1k_galaga	|  	| Galaga (Tw)						| sg1k_segagala	| 1983?	| Aaronix	| Sega SG-1000	| 					|
| gg_galaga2	|  	| Galaga 2 (Euro)					| 		| 1993	| Sega		| Sega Game Gear| 					|
| neogalag	|  	| Galaga Demo (set 1)					| 		| 2013	| Cristiano Bei/| Neo Geo	| 					|
| neogalaga	|  	| Galaga Demo (set 2)					| neogalag	| 2013	| Cristiano Bei/| Neo Geo	| 					|
| md_galahad	|  	| Galahad (Euro, USA)					| 		| 1992	| Electronic Art| Sega Megadrive| 					|
| cv_galaxian	|  	| Galaxian						| 		| 1983	| Atarisoft	| ColecoVision	| 					|
| cv_galaxiana	|  	| Galaxian (Alt)					| cv_galaxian	| 1983	| Atarisoft	| ColecoVision	| 					|
| galaxbsf	|  	| Galaxian (bootleg, set 1)				| galaxian	| 1979	| bootleg	| Galaxian	| 					|
| galaxianbl	|  	| Galaxian (bootleg, set 2)				| galaxian	| 1979	| bootleg	| Galaxian	| 					|
| galaxiani	|  	| Galaxian (Irem)					| galaxian	| 1979	| bootleg? (Irem| Galaxian	| 					|
| sms_galaxian	|  	| Galaxian (Kor)					| 		| 199?	| HiCom		| Sega Master Sy| 					|
| galaxianm	|  	| Galaxian (Midway set 1)				| galaxian	| 1979	| Namco (Midway | Galaxian	| 					|
| galaxianmo	|  	| Galaxian (Midway set 2)				| galaxian	| 1979	| Namco (Midway | Galaxian	| 					|
| galaxian	|  	| Galaxian (Namco set 1)				| 		| 1979	| Namco		| Galaxian	| 					|
| galaxiana	|  	| Galaxian (Namco set 2)				| galaxian	| 1979	| Namco		| Galaxian	| 					|
| galaxrf	|  	| Galaxian (Recreativos Franco S.A. Spanish bootleg)	| galaxian	| 1980	| bootleg (Recre| Galaxian	| 					|
| galaxiant	|  	| Galaxian (Taito)					| galaxian	| 1979	| Namco (Taito l| Galaxian	| 					|
| galaxrfgg	|  	| Galaxian Growing Galaxip / Galaxian Nave Creciente (Re| galaxian	| 1980	| bootleg (Recre| Galaxian	| 					|
| galap4	|  	| Galaxian Part 4 (hack)				| galaxian	| 1979	| G.G.I		| Galaxian	| 					|
| galapx	|  	| Galaxian Part X (moonaln hack)			| galaxian	| 1979	| hack		| Galaxian	| 					|
| tst_galx	|  	| Galaxian Test ROM					| galaxian	| 1979	| Test ROM	| Galaxian	| 					|
| galturbo	|  	| Galaxian Turbo (superg hack)				| galaxian	| 1979	| hack		| Galaxian	| 					|
| galemp	|  	| Galaxy Empire (bootleg?)				| uniwars	| 1980	| bootleg (Taito| Galaxian	| 					|
| galaxyfg	|  	| Galaxy Fight - Universal Warriors			| 		| 1995	| Sunsoft	| Neo Geo MVS	| 					|
| sms_gforce	|  	| Galaxy Force (Euro, Bra)				| 		| 1989	| Sega		| Sega Master Sy| 					|
| sms_gforceu	|  	| Galaxy Force (USA)					| sms_gforce	| 1989	| Activision	| Sega Master Sy| 					|
| gforce2	|  	| Galaxy Force 2					| 		| 1988	| Sega		| Y-Board	| 					|
| gforce2j	|  	| Galaxy Force 2 (Japan)				| gforce2	| 1988	| Sega		| Y-Board	| 					|
| gforce2ja	|  	| Galaxy Force 2 (Japan, Rev A)				| gforce2	| 1988	| Sega		| Y-Board	| 					|
| gforce2sd	|  	| Galaxy Force 2 (Super Deluxe unit)			| gforce2	| 1988	| Sega		| Y-Board	| 					|
| md_gforce2a	|  	| Galaxy Force II (World)				| md_gforce2	| 1991	| Sega		| Sega Megadrive| 					|
| md_gforce2	|  	| Galaxy Force II (World, Rev. B)			| 		| 1991	| CRI ~ Sega	| Sega Megadrive| 					|
| gallag	|  	| Gallag						| galaga	| 1981	| bootleg	| Miscellaneous	| 					|
| gallop	|  	| Gallop - Armed police Unit (Japan)			| cosmccop	| 1991	| Irem		| M72		| 					|
| galmedes	|  	| Galmedes (Japan)					| 		| 1992	| Visco		| Taito Misc	| 					|
| galhustl	|  	| Gals Hustler						| pgalvip	| 1997	| ACE Internatio| Miscellaneous	| 					|
| galpanic	|  	| Gals Panic (Unprotected)				| 		| 1990	| Kaneko	| Miscellaneous	| 					|
| galpani4	|  	| Gals Panic 4 (Japan)					| 		| 1996	| Kaneko	| Miscellaneous	| 					|
| galpani4k	|  	| Gals Panic 4 (Korea)					| galpani4	| 1996	| Kaneko	| Miscellaneous	| 					|
| galpanis	|  	| Gals Panic S - Extra Edition (Europe)			| 		| 1997	| Kaneko	| Miscellaneous	| 					|
| galpanisj	|  	| Gals Panic S - Extra Edition (Japan)			| galpanis	| 1997	| Kaneko	| Miscellaneous	| 					|
| galpanisk	|  	| Gals Panic S - Extra Edition (Korea)			| galpanis	| 1997	| Kaneko	| Miscellaneous	| 					|
| galpans2a	|  	| Gals Panic S2 (Asia)					| galpans2	| 1999	| Kaneko	| Miscellaneous	| 					|
| galpans2	|  	| Gals Panic S2 (Japan)					| 		| 1999	| Kaneko	| Miscellaneous	| 					|
| galpans3	|  	| Gals Panic S3 (Japan)					| 		| 2002	| Kaneko	| Miscellaneous	| 					|
| galpansu	|  	| Gals Panic SU (Korea)					| galpans2	| 1999	| Kaneko	| Miscellaneous	| 					|
| galspnbl	|  	| Gals Pinball						| 		| 1996	| Comad		| Miscellaneous	| 					|
| gg_gamble	|  	| Gamble Panic (Jpn)					| 		| 1995	| Sega		| Sega Game Gear| 					|
| gg_gambler	|  	| Gambler Jikochuushinha (Jpn)				| 		| 1992	| Sega		| Sega Game Gear| 					|
| md_gambler	|  	| Gambler Jikochuushinha - Katayama Masayuki no Mahjong | 		| 1990	| Game Arts	| Sega Megadrive| 					|
